BD Ticket #,Server SN,IP Address,START DATE,END DATE,Product Name,Model,RACK,FAULT TYPE,If change Part,Foxconn PN,OLD Manufacturer,OLD PN,NEW Manufacturer,NEW PN,OLD PART SN,NEW PART SN,PART POSITION,Error Description,FEEDBACK,TECH,Repair Time,Period,Status,Requester,Notes,Initial Stock Status ,FOXCONN CHINA or USA,Platform,Over time reason,HHPN
1795805,MXX3290237,fdbd:dc61:20:397::14,2024/3/25,2024/3/25,S27S2-I8VD3B-US,S520-A5,USVADRTM2_M2_M224-J-44,FAN,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FAN9,"Speed Critical (Sensor) Speed:0.000,SensorStatus:cr; HourCount: (21) >= 6","1. This is a ByteDance FAN Failure ticket. 2. Replaced FAN9, then no error on the server. 3. Used Dora system and now the ticket is closed.",mingquan li,2024/3/25,10~17,Confirm Closed,isaac.xu/isaac.xu,,,FOXCONN AMERICA,Whitley,,
1833468,MXX3420188,fdbd:dc61:19:75::26,2024/3/25,2024/3/25,S27S2-I8VD3B-US,S520-A5,USVADRTM2_M2_M216-C-02,Disk,Y,N/A,TOSHIBA,MG09ACA18TE,TOSHIBA,HDEPZ10GBA51,73S0A0U0FQDH,83B0A02CFQDH,0,Disk: Lost (Unrecognized),"1. This is a ByteDance Disk Failure ticket. 2. Replaced HDD0, then no error on the server. 3. Used Dora system and now the ticket is closed.",mingquan li,2024/3/25,10~17,Confirm Closed,isaac.xu/isaac.xu,,,FOXCONN AMERICA,Whitley,,
1833004,MXX3140173,fdbd:dc61:20:441::41,2024/3/25,2024/3/25,B20S2-I8VD2-US,G220-A5,USVADRTM2_M2_M224-M-52,CPU,Y,N/A,INTEL,110118100-187-G,INTEL,110118100-187-G,42Q34J2500003,73HN727700748,CPU1,Machine Check Exception ( Uncorrectable ) 4e | 03/23/2024 | 15:27:48 | Processor CPU1_Status | Uncorrectable machine check exception | Asserted SensorName:CPU1_Status;Status:0x8088,"1. This is a ByteDance CPU Failure ticket. 2. Replaced CPU0 and CPU1 , then no error on the server. 3. Used Dora system and now the ticket is closed.",mingquan li,2024/3/25,10~17,Confirm Closed,isaac.xu/isaac.xu,,,FOXCONN AMERICA,Whitley,,
1833004,MXX3140173,fdbd:dc61:20:441::41,2024/3/23,2024/3/23,B20S2-I8VD2-US,G220-A5,USVADRTM2_M2_M224-M-52,Memory,Y,N/A,SAMSUNG,M393A4K40EB3-CWE,SAMSUNG,VN M393A4K40EB3-CWE 2237,H0G400024342EA969E,H1FA00023742272B4B,P0_C6_D0,Uncorrectable ECC other uncorrectable memory error 4a | 03/23/2024 | 15:22:07 | Memory P0_C6_D0_Status | Uncorrectable ECC | Asserted,"1. This is a ByteDance DIMM Failure ticket. 2. Replaced P0_C6_D0, then no error on the server. 3. Used Dora system and now the ticket is closed.",mingquan li,2024/3/25,10~17,Confirm Closed,isaac.xu/isaac.xu,,,FOXCONN AMERICA,Whitley,,
1831953,MXX3220177,fdbd:dc61:17:227::23,2024/3/23,2024/3/25,B20S2-I8VD2-US,G220-A5,USVACT_D_DH12-C-04,PowerFault (Motherboard),Y,N/A,Foxconn,02012WS00-600-G,Foxconn,02012WR00-600-G,02012WS00T0JI0094,02012WR00T0EIW183,System,Power Fault State Asserted 03/21/2024 | 15:22:06 | Power Unit Power_Fault | State Asserted | Asserted,"1. This is a ByteDance PowerFault Failure ticket. 2. Replaced Motherbaord and daughterboard, then no error on the server. 3. Used Dora system and now the ticket is closed.",Brian Tyler,2024/3/25,10~17,Confirm Closed,John Bernstein/john.bernstein,New MAC: FC6179B89A68,,FOXCONN AMERICA,Whitley,,
1831953,MXX3220177,fdbd:dc61:17:227::23,2024/3/23,2024/3/25,B20S2-I8VD2-US,G220-A5,USVACT_D_DH12-C-04,PowerFault (Daughterboard),Y,N/A,Foxconn,10041KK00-600-G,Foxconn,10041KK00-600-G,0041KK00T0AHY3JF,10041KK00T0AIA074,Daughterboard,Power Fault State Asserted 03/21/2024 | 15:22:06 | Power Unit Power_Fault | State Asserted | Asserted,"1. This is a ByteDance PowerFault Failure ticket. 2. Replaced Motherbaord and daughterboard, then no error on the server. 3. Used Dora system and now the ticket is closed.",Brian Tyler,2024/3/25,10~17,Confirm Closed,John Bernstein/john.bernstein,,,FOXCONN AMERICA,Whitley,,
1778236,MXX3160528,fdbd:dc61:17:185::13,2024/3/23,2024/3/25,S27S2-I8VD3B-US,S520-A5,USVACT_D_DH11-L-13,Memory,Y,N/A,Samsung,VN M393A8G40AB2-CWE 2234,Samsung,VN M393A8G40AB2-CWE 2250,H0Z400023452DCB1AB,H0PO000250438FA684,P0_C5_D0,Uncorrectable ECC other uncorrectable memory error 88 | 12/19/2023 | 11:10:55 | Memory P0_C5_D0_Status | Uncorrectable ECC | Asserted,"1. This is a ByteDance DIMM Failure ticket. 2. Replaced P0_C5_D0 DIMM, then no error on the server. 3. Used Dora system and now the ticket is closed.",Brian Tyler,2024/3/25,10~17,Confirm Closed,isaac.xu/isaac.xu,,,FOXCONN AMERICA,Whitley,,
1735959,MXX3170917,fdbd:dc61:17:183::29,2024/3/23,2024/3/25,S27S2-I8VD3B-US,S520-A5,USVACT_D_DH11-L-11,Disk,Y,N/A,Western Digital,WUH721818ALE6L4,Western Digital,WUH721818ALE6L4,6TGWRD0F,6RGA645U,0,Disk: Lost (Unrecognized),"1. This is a ByteDance Disk Failure ticket. 2. Replaced HDD0, then no error on the server. 3. Used Dora system and now the ticket is closed.",Brian Tyler,2024/3/25,10~17,Confirm Closed,Michael Schwiebert/michael.schwiebert,,,FOXCONN AMERICA,Whitley,,
1712170,MXX3190028,fdbd:dc61:17:205::38,2024/3/22,2024/3/25,S27S2-I8VD3B-US,S520-A5,USVACT_D_DH12-A-21,Disk,Y,N/A,Western Digital,WUH721818ALE6L4,Western Digital,WUH721818ALE6L4,4BKSS2NY,4MHNAM0Z,5,"Disk: Lost (Unrecognized) The number of missing disks is 1,should be 28","1. This is a ByteDance Disk Failure ticket. 2. Replaced HDD5, then no error on the server. 3. Used Dora system and now the ticket is closed.",Brian Tyler,2024/3/25,10~17,Confirm Closed,Seth Garcia/seth.garcia,,,FOXCONN AMERICA,Whitley,,
1834592,MXX1440182,10.233.132.197,2024/3/26,2024/3/26,B04-BF65S1,AliServer-Thor2-04-2U,USVAASH_DRTP_P100-G-41,Memory,Y,N/A,Hynix,HMA84GR7DJR4N-XN T4 AC 123,Hynix,HMA84GR7DJR4N-XN T4 AD 217,80AD0221232423DDEC,80AD0122173695C90A,SKT1_CTR0_CH0_D0,Memory CE (Count) > Max (Kernel)/CEDayCount: (1215446) > 500000,"1. This is a ByteDance DIMM Failure ticket. 2. Replaced CPU1A0 DIMM, then no error on the server. 3. Used Dora system and now the ticket is closed.",Brian Tyler,2024/3/26,10~17,Confirm Closed,"
isaac.xu/isaac.xu",,,FOXCONN CHINA ,Purley,,
1833435,MXX3340315,fdbd:dc61:19:247::50,2024/3/26,2024/3/26,B16S2-I8VD2-US,G220-A5,USVADRTM2_M2_M216-H-41,"
CPU",Y,N/A,Intel,110118100-187-G,Intel,110118100-187-G,73MK811000595,44WE787301559,CPU 1,Thermal Trip/87 2024-03-24T15:15:58+00:00 CPU1_Status processor thermal_trip-asserted,"1. This is a ByteDance CPU Failure ticket. 2. Replaced CPU1 , then no error on the server. 3. Used Dora system and now the ticket is closed.",Brian Tyler,2024/3/26,10~17,Confirm Closed,"
John Bernstein/john.bernstein",,,FOXCONN AMERICA,Whitley,,
1831319,MXX3270243,fdbd:dc61:19:67::35,2024/3/25,2024/3/26,B16S2-I8VD2-US,G220-A5,USVADRTM2_M2_M216-B-43,Memory,Y,N/A,Hynix,HMAA4GR7CJR8N-XN TG AC 249,Hynix,HMAA4GR7CJR8N-XN TG AC 249,80AD012249872EB169,80AD0122493744BD21,P0_C2_D0,Uncorrectable ECC other uncorrectable memory error/SensorName:P0_C2_D0_Status;Status:0x0280,"1. This is a ByteDance DIMM Failure ticket. 2. Replaced P0_C2_D0 DIMM, then no error on the server. 3. Used Dora system and now the ticket is closed.",Brian Tyler,2024/3/26,10~17,Confirm Closed,"
isaac.xu/isaac.xu",,,FOXCONN AMERICA,Whitley,,
1782954,MXX3170800,fdbd:dc61:15:573::23,2024/3/26,2024/3/27,S27S2-I8VD3B-US,S520-A5,USVACT_B_DH12-D-20,FileSystem,Y,N/A,Seagate,ST18000NM003D,Western Digital,WUH721818ALE6L4,ZVTACT5T,4BKSNUSV,19,Disk Failed: Read SMART Data failed/Read SMART Data failed: scsi error aborted command,"1. This is a ByteDance Disk Failure ticket. 2. Replaced HDD19, then no error on the server. 3. Used Dora system and now the ticket is closed.",mingquan li,2024/3/27,10~17,Confirm Closed,isaac.xu/isaac.xu,,,FOXCONN AMERICA,Whitley,,
1782954,MXX3170800,fdbd:dc61:15:573::23,2024/3/26,2024/3/27,S27S2-I8VD3B-US,S520-A5,USVACT_B_DH12-D-20,Disk,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"FS Readonly From Mount/(ro,noatime)","1. This is a ByteDance Disk Failure ticket. 2. Replaced HDD19, then no error on the server. 3. Used Dora system and now the ticket is closed.",mingquan li,2024/3/27,10~17,Confirm Closed,isaac.xu/isaac.xu,,,FOXCONN AMERICA,Whitley,,
1784478,MXX3150488,fdbd:dc61:16:235::31,2024/3/26,2024/3/27,S27S2-I8VD3B-US,S520-A5,USVACT_C_DH12-C-18,Memory,Y,N/A,HYNIX,HMAA8GR7CJR4N-XN,HYNIX,HMAA8GR7CJR4N-XN,80AD01223496940ACE,80AD022247285BAB99,P0_C5_D0,Uncorrectable ECC other uncorrectable memory error/SensorName:P0_C5_D0_Status;Status:0x0280,"1. This is a ByteDance DIMM Failure ticket. 2. Replaced P0_C5_D0 DIMM and found NIC0 may be bad, need to be replaced. 3. Used Dora system and notice the FE will replace NIC0 the next day.",mingquan li,2024/3/26,10~17,Confirm Closed,"
isaac.xu/isaac.xu",,,FOXCONN AMERICA,Whitley,,
1784478,MXX3150488,fdbd:dc61:16:235::31,2024/3/26,2024/3/27,S27S2-I8VD3B-US,S520-A5,USVACT_C_DH12-C-18,Memory （Daughterboard）,Y,N/A,FOXCONN,10041KK00-600-G,FOXCONN,10041KK00-600-G,10041KK00T0AHX42E,10041KK00T0AIA043,KK BOARD,Uncorrectable ECC other uncorrectable memory error/SensorName:P0_C5_D0_Status;Status:0x0280,1. This is a ByteDance DIMM Failure ticket. 2. Replaced  kk board. 3. Used Dora system and this ticket can be closed,mingquan li,2024/3/27,10~17,Confirm Closed,"
isaac.xu/isaac.xu",,,FOXCONN AMERICA,Whitley,,
1724107,MXX3170587,fdbd:dc61:18:551::23,2024/3/27,2024/3/27,S27S2-I8VD3B-US,S520-A5,USVADRTM2_M2_M124-A-20,Disk,Y,N/A,Seagate,ST18000NM003D,Seagate,ST18000NM003D,ZVTANDCF,4MHMYKAZ,6,"Disk Failed: Read SMART Data failed Read SMART Data failed: scsi error aborted command
","1. This is a ByteDance Disk Failure ticket. 2. Replaced HDD6, then no error on the server. 3. Used Dora system and now the ticket is closed.",Brian Tyler/Hoang Le,2024/3/27,10~17,Confirm Closed,"
isaac.xu/isaac.xu",,,FOXCONN AMERICA,Whitley,,
1729192,MXX2380401,10.62.109.10,2024/3/27,2024/3/28,S19S2-I8VD2-US,G220-A5,USIAD02_EQDC21_02-121270-01-07,Disk,Y,N/A,Intel,SSDPF2KX019T1,Intel,SSDPF2KX019T1,PHAX208100PS1P9BGN,PHAX2482058X1P9BGN,0,"Disk: Fault Boot drive
","1. This is a ByteDance Disk Failure ticket. 2. Replaced nvme0, then no error on the server. 3. Used Dora system and now the ticket is closed.",Brian Tyler,2024/3/27,10~17,Confirm Closed,Zayden Rahman/zayden.rahman,VA CDN,,FOXCONN AMERICA,Whitley,,
1830053,MXX3370372,fdbd:dc61:20:243::31,2024/3/20,2024/4/26,S27S2-I8VD3B-US,S520-A5,USVADRTM2_M2_M224-I-40,Ping (Motherboard),Y,N/A,Foxconn,02012YS00-600-G,Foxconn,02012YS00-600-G,02012YS00T0GID067,02012YS00T0FHZ0WL,Motherboard,"OS all IP unreachable [tiansu]The server is not reachable for the past 16m, will require authorization for repair. Ticket is in (Asking owner to reboot) stage: Server will be rebooted after authorized to proceed. Ticket is in (Request business authorization repair) stage: Server will be undergoing maintenance after authorized to proceed. The server may be reinstalled during the maintenance process, which will cause the data of the disk to be lost. If you need special attention, please contact IDC oncall.","1. This is a ByteDance Ping Failure ticket. 2. Replaced motherboard, CPU0 and CPU1, and CPU1 heatsink, then no error on the server. 3. Used Dora system and now the ticket is closed.",Brian Tyler/Hoang Le,2024/3/27,10~17,Confirm Closed,Richard Jang/richard.jang,New MB is DOA; CPU cooler screw is broken on CPU1; BD has paused this ticket until we receive the part,Out of stock,FOXCONN AMERICA,Whitley,,
1830053,MXX3370372,fdbd:dc61:20:243::31,2024/3/20,2024/4/26,S27S2-I8VD3B-US,S520-A5,USVADRTM2_M2_M224-I-40,Ping (CPU),Y,N/A,Intel,110118100-187-G,Intel,110118100-187-G,733V50W600582,44SX719401323,CPU0,"OS all IP unreachable [tiansu]The server is not reachable for the past 16m, will require authorization for repair. Ticket is in (Asking owner to reboot) stage: Server will be rebooted after authorized to proceed. Ticket is in (Request business authorization repair) stage: Server will be undergoing maintenance after authorized to proceed. The server may be reinstalled during the maintenance process, which will cause the data of the disk to be lost. If you need special attention, please contact IDC oncall.","1. This is a ByteDance Ping Failure ticket. 2. Replaced motherboard, CPU0 and CPU1, and CPU1 heatsink, then no error on the server. 3. Used Dora system and now the ticket is closed.",Brian Tyler/Hoang Le,2024/3/27,10~17,Confirm Closed,Richard Jang/richard.jang,CPU cooler screw is broken on CPU1; BD has paused this ticket until we receive the part,Out of stock,FOXCONN AMERICA,Whitley,,
1830053,MXX3370372,fdbd:dc61:20:243::31,2024/3/20,2024/4/26,S27S2-I8VD3B-US,S520-A5,USVADRTM2_M2_M224-I-40,Ping (CPU),Y,N/A,Intel,110118100-187-G,Intel,110118100-187-G,733V50W600214,44SX719401362,CPU1,"OS all IP unreachable [tiansu]The server is not reachable for the past 16m, will require authorization for repair. Ticket is in (Asking owner to reboot) stage: Server will be rebooted after authorized to proceed. Ticket is in (Request business authorization repair) stage: Server will be undergoing maintenance after authorized to proceed. The server may be reinstalled during the maintenance process, which will cause the data of the disk to be lost. If you need special attention, please contact IDC oncall.","1. This is a ByteDance Ping Failure ticket. 2. Replaced motherboard, CPU0 and CPU1, and CPU1 heatsink, then no error on the server. 3. Used Dora system and now the ticket is closed.",Brian Tyler/Hoang Le,2024/3/27,10~17,Confirm Closed,Richard Jang/richard.jang,CPU cooler screw is broken on CPU1; BD has paused this ticket until we receive the part,Out of stock,FOXCONN AMERICA,Whitley,,
1830053,MXX3370372,fdbd:dc61:20:243::31,2024/3/20,2024/4/26,S27S2-I8VD3B-US,S520-A5,USVADRTM2_M2_M224-I-40,Ping (Motherboard),Y,N/A,Foxconn,02012YS00-600-G,Foxconn,02012YS00-600-G,02012YS00T0FHZ0WL,02012YS00T0FHZ129,Motherboard,"OS all IP unreachable [tiansu]The server is not reachable for the past 16m, will require authorization for repair. Ticket is in (Asking owner to reboot) stage: Server will be rebooted after authorized to proceed. Ticket is in (Request business authorization repair) stage: Server will be undergoing maintenance after authorized to proceed. The server may be reinstalled during the maintenance process, which will cause the data of the disk to be lost. If you need special attention, please contact IDC oncall.","1. This is a ByteDance Ping Failure ticket. 2. Replaced motherboard, CPU0 and CPU1, and CPU1 heatsink, then no error on the server. 3. Used Dora system and now the ticket is closed.",Brian Tyler/Hoang Le,2024/3/27,10~17,Confirm Closed,Richard Jang/richard.jang,CPU cooler screw is broken on CPU1; BD has paused this ticket until we receive the part,Out of stock,FOXCONN AMERICA,Whitley,,
1805616,MXX0130049,10.189.84.49,2024/3/28,2024/3/28,S06-I6VD2-US,R-5211,USVAASH_DRTL_L106-F-04,Memory,Y,N/A,Samsung,M393A4K40CB2-CVF,Samsung,VN M393A4K40CB2-CVF 2007,H0KI00000742DA9B91,H0KI00000742DAA419,P1_C1_D0,Correctable ECC / other correctable memory error logging limit reached 50 | 03/10/2024 | 23:03:05 | Memory CPU1 B0 | Correctable ECC logging limit reached | Asserted,"1. This is a ByteDance DIMM Failure ticket. 2. Replaced P1_C1_D0, then no error on the server. 3. Used Dora system and now the ticket is closed.",Hoang Le/Guoping li,2024/3/28,10~17,Confirm Closed,isaac.xu/isaac.xu,,,FOXCONN AMERICA,Whitley,,
1817509,MXX0130051,10.189.84.37,2024/3/28,2024/3/28,S06-I6VD2-US,R-5211,USVAASH_DRTL_L106-F-04,Memory,Y,N/A,Samsung,M393A4K40CB2-CVF,Samsung,VN M393A4K40CB2-CVF 2007,H0KI00000742DAA587,H0KI00000742DA9CFC,P1_C0_D0,Critical Overtemperature SensorName:CPU1 A0;Status:0x0014,"1. This is a ByteDance DIMM Failure ticket. 2. Replaced P1_C0_D0, then no error on the server. 3. Used Dora system and now the ticket is closed.",Hoang Le/Guoping li,2024/3/28,10~17,Confirm Closed,isaac.xu/isaac.xu,,,FOXCONN AMERICA,Whitley,,
1678580,MXX3170387,fdbd:dc61:18:551::34,2024/3/28,2024/3/28,S27S2-I8VD3B-US,S520-A5,USVADRTM2_M2_M124-A-21,Disk,Y,N/A,Seagate,ST18000NM003D,Western Digital,WUH721818ALE6L4,ZVTAA002,2JK39YBG,0,HDD: (UncorrectableErrors) > Max smart_187: (2179) > 500 SmartHealth:FAILED!,"1. This is a ByteDance Disk Failure ticket. 2. Replaced HDD0, then no error on the server. 3. Used Dora system and now the ticket is closed.",Hoang Le/Guoping li,2024/3/28,10~17,Confirm Closed,isaac.xu/isaac.xu,,,FOXCONN AMERICA,Whitley,,
1787379,MXX3160031,fdbd:dc61:18:129::38,2024/3/29,2024/3/29,S27S2-I8VD3B-US,S520-A5,USVADRTM2_M2_M124-D-21,DiskBackplane (HBA Card),Y,N/A,Foxconn,070203C00-283-G,Foxconn,070203C00-283-G,SPC3018436,SPC4308323,HBA,Multiple disks are lost. possibly due to backplane or HBA or cable or disk failure MediaType:HDD;EnclosureId:0;Slot:0;DeviceName:sdc;SerialNumber:ZVTAMK2Q;Model:ST18000NM003D MediaType:HDD;EnclosureId:0;Slot:1;DeviceName:sda;SerialNumber:ZVTAMZAM;Model:ST18000NM003D MediaType:HDD;EnclosureId:0;Slot:2;DeviceName:sdb;SerialNumber:ZVTALLT6;Model:ST18000NM003D MediaType:HDD;EnclosureId:0;Slot:3;DeviceName:sdd;SerialNumber:ZVT9SHZ6;Model:ST18000NM003D MediaType:HDD;EnclosureId:0;Slot:4;DeviceName:sde;SerialNumber:ZVTAEEVK;Model:ST18000NM003D MediaType:HDD;EnclosureId:0;Slot:5;DeviceName:sdf;SerialNumber:ZVTAMKAM;Model:ST18000NM003D MediaType:HDD;EnclosureId:0;Slot:6;DeviceName:sdg;SerialNumber:ZVTAKGVT;Model:ST18000NM003D MediaType:HDD;EnclosureId:0;Slot:7;DeviceName:sdh;SerialNumber:ZVTACXXZ;Model:ST18000NM003D MediaType:HDD;EnclosureId:0;Slot:8;DeviceName:sdi;SerialNumber:ZVTAM99G;Model:ST18000NM003D MediaType:HDD;EnclosureId:0;Slot:9;DeviceName:sdj;SerialNumber:ZVTAJNR8;Model:ST18000NM003D MediaType:HDD;EnclosureId:0;Slot:10;DeviceName:sdk;SerialNumber:ZVTACA5Q;Model:ST18000NM003D MediaType:HDD;EnclosureId:0;Slot:11;DeviceName:sdl;SerialNumber:ZVTAEFJR;Model:ST18000NM003D MediaType:HDD;EnclosureId:0;Slot:12;DeviceName:sdm;SerialNumber:ZVTALHDC;Model:ST18000NM003D MediaType:HDD;EnclosureId:0;Slot:13;DeviceName:sdn;SerialNumber:ZVTAKPPK;Model:ST18000NM003D MediaType:HDD;EnclosureId:0;Slot:14;DeviceName:sdo;SerialNumber:ZVTAJB9G;Model:ST18000NM003D MediaType:HDD;EnclosureId:0;Slot:15;DeviceName:sdp;SerialNumber:ZVTAKGWW;Model:ST18000NM003D MediaType:HDD;EnclosureId:0;Slot:16;DeviceName:sdq;SerialNumber:ZVTAM9VG;Model:ST18000NM003D MediaType:HDD;EnclosureId:0;Slot:17;DeviceName:sdr;SerialNumber:ZVTAJ64K;Model:ST18000NM003D MediaType:HDD;EnclosureId:0;Slot:18;DeviceName:sds;SerialNumber:ZVTAECCE;Model:ST18000NM003D MediaType:HDD;EnclosureId:0;Slot:19;DeviceName:sdt;SerialNumber:ZVTAD64Y;Model:ST18000NM003D MediaType:HDD;EnclosureId:0;Slot:20;DeviceName:sdu;SerialNumber:ZVTAKLNN;Model:ST18000NM003D MediaType:HDD;EnclosureId:0;Slot:21;DeviceName:sdv;SerialNumber:ZVTA9CZJ;Model:ST18000NM003D MediaType:HDD;EnclosureId:0;Slot:22;DeviceName:sdw;SerialNumber:ZVTAD13Z;Model:ST18000NM003D MediaType:HDD;EnclosureId:0;Slot:23;DeviceName:sdx;SerialNumber:ZVTAA63C;Model:ST18000NM003D,"1. This is a ByteDance Disk Failure ticket. 2. Replaced HBA Card, then no error on the server. 3. Used Dora system and now the ticket is closed.",Brian Tyler/Hoang Le,2024/3/29,10~17,Confirm Closed,Chad-Thanh Nguyen/chad.nguyen,,,FOXCONN AMERICA,Whitley,,
1787379,MXX3160031,fdbd:dc61:18:129::38,2024/3/29,2024/3/29,S27S2-I8VD3B-US,S520-A5,USVADRTM2_M2_M124-D-21,Disk,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Unknown,"Disk: Lost (unable to locate specific slot) The number of missing disks is 24,should be 28","1. This is a ByteDance Disk Failure ticket. 2. Replaced HBA Card, then no error on the server. 3. Used Dora system and now the ticket is closed.",Brian Tyler/Hoang Le,2024/3/29,10~17,Confirm Closed,Chad-Thanh Nguyen/chad.nguyen,,,FOXCONN AMERICA,Whitley,,
1709452,MXX3170391,fdbd:dc61:18:553::34,2024/3/29,2024/3/29,S27S2-I8VD3B-US,S520-A5,USVADRTM2_M2_M124-A-24,Disk,Y,N/A,Seagate,ST18000NM003D,Western Digital,WUH721818ALE6L4,ZVTAL4NG,2JK39YAG,15,HDD: (CurrentPendingSector) > Max smart_197: (18138) > 1000，ATAErrorCount:18958 SmartHealth:FAILED!,"1. This is a ByteDance Disk Failure ticket. 2. Replaced HDD15, then no error on the server. 3. Used Dora system and now the ticket is closed.",Brian Tyler/Hoang Le,2024/3/29,10~17,Confirm Closed,Chad-Thanh Nguyen/chad.nguyen,,,FOXCONN AMERICA,Whitley,,
1709452,MXX3170391,fdbd:dc61:18:553::34,2024/3/29,2024/3/29,S27S2-I8VD3B-US,S520-A5,USVADRTM2_M2_M124-A-24,Disk,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Unknown,"Disk: Lost (unable to locate specific slot) The number of missing disks is 1,should be 28","1. This is a ByteDance Disk Failure ticket. 2. Replaced HDD15, then no error on the server. 3. Used Dora system and now the ticket is closed.",Brian Tyler/Hoang Le,2024/3/29,10~17,Confirm Closed,Chad-Thanh Nguyen/chad.nguyen,,,FOXCONN AMERICA,Whitley,,
1709452,MXX3170391,fdbd:dc61:18:553::34,2024/3/29,2024/3/29,S27S2-I8VD3B-US,S520-A5,USVADRTM2_M2_M124-A-24,FileSystem,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,sdp,"FS Readonly From Mount (ro,noatime)
	","1. This is a ByteDance Disk Failure ticket. 2. Replaced HDD15, then no error on the server. 3. Used Dora system and now the ticket is closed.",Brian Tyler/Hoang Le,2024/3/29,10~17,Confirm Closed,Chad-Thanh Nguyen/chad.nguyen,,,FOXCONN AMERICA,Whitley,,
1823653,MXX3150231,10.62.198.137,2024/3/29,2024/4/15,S19S2-I8VD2-US,G220-A5,USSJC03_EQSV5_01-052690-01-08,Memory,Y,N/A,Samsung,M393A4K40EB3-CWE,Samsung,M393A4K40EB3-CWE,H0KL00023152711FE6,H1FA00023742272C4E,P0_C3_D0,Uncorrectable ECC other uncorrectable memory error SensorName:P0_C3_D0_Status;Status:0x0280,"1. This is a ByteDance DIMM Failure ticket. 2. Replaced P0_C3_D0, then no error on the server. 3. Waiting for the case to be closed.",Daozhen Liu/Allen Liu,2024/4/9,,Confirm Closed,William Perkins/williamperkins,SJ CDN,,FOXCONN AMERICA,Whitley,,
1748902,MXX3240135,fdbd:dc61:17:197::27,2024/3/21,2024/4/1,S27S2-I8VD3B-US,S520-A5,USVACT_D_DH12-A-08,Disk,Y,N/A,Seagate,ST18000NM003D,Western Digital,WUH721818ALE6L4,ZVT1M329,4BKV2NAH,1,"FS Readonly From Mount (ro,noatime)
","1. This is a ByteDance Disk Failure ticket. 2. Replaced HDD1, then no error on the server. 3. Used Dora system and now the ticket is closed.",Brian Tyler,2024/4/1,10~17,Confirm Closed,Seth Garcia/seth.garcia,,,FOXCONN AMERICA,Whitley,,
1838302,MXX3220165,fdbd:dc61:17:225::21,2024/3/31,2024/4/1,B20S2-I8VD2-US,G220-A5,USVACT_D_DH12-C-01,Memory,Y,N/A,Hynix,HMAA4GR7CJR8N-XN T8 AC 246,Hynix,HMAA4GR7CJR8N-XN TG AC 249,80AD0122467631ECB4,80AD0122493744BD22,P1_C5_D0,Uncorrectable ECC other uncorrectable memory error 4a | 03/31/2024 | 08:37:14 | Memory P1_C5_D0_Status | Uncorrectable ECC | Asserted,"1. This is a ByteDance DIMM Failure ticket. 2. Replaced P1_C5_D0, then no error on the server. 3. Used Dora system and now the ticket is closed.",Brian Tyler,2024/4/1,10~17,Confirm Closed,isaac.xu/isaac.xu,,,FOXCONN AMERICA,Whitley,,
1838389,MXX3320203,fdbd:dc61:1a:409::38,2024/4/1,2024/4/1,S27S2-I8VD3B-US,S520-A5,USVADRTM2_M2_M116-O-19,FAN (Backplane),Y,N/A,Foxconn,10041L800-600-G,Foxconn,10041L800-600-G,10041L800T0BI11KB,10041L800T0BIC0SM,FAN9_R_SPEED,"Speed Critical (Sensor) Speed:0.000,SensorStatus:cr; HourCount: (11) >= 6","1. This is a ByteDance FAN Failure ticket. 2. Replaced top fan backplane, then no error on the server. 3. Used Dora system and now the ticket is closed.",Brian Tyler,2024/4/1,10~17,Confirm Closed,isaac.xu/isaac.xu,,,FOXCONN AMERICA,Whitley,,
1838389,MXX3320203,fdbd:dc61:1a:409::38,2024/4/1,2024/4/1,S27S2-I8VD3B-US,S520-A5,USVADRTM2_M2_M116-O-19,FAN,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FAN9_F_SPEED,"Speed Critical (Sensor) Speed:0.000,SensorStatus:cr; HourCount: (11) >= 6","1. This is a ByteDance FAN Failure ticket. 2. Replaced top fan backplane, then no error on the server. 3. Used Dora system and now the ticket is closed.",Brian Tyler,2024/4/1,10~17,Confirm Closed,isaac.xu/isaac.xu,,,FOXCONN AMERICA,Whitley,,
